1,4
1,18
1,187
4,158
4,166
5,4
6,79
6,114
13,37
13,102
13,107
13,120
13,122
13,124
13,162
13,163
13,176
16,67
17,4
17,187
25,119
26,67
26,182
30,158
36,144
36,158
40,158
41,4
41,187
42,127
43,163
46,155
46,158
46,166
46,187
47,129
47,155
51,47
52,163
55,129
55,155
56,129
56,163
57,142
57,162
60,40
60,108
60,157
62,187
67,40
67,46
72,4
72,155
72,187
73,148
74,40
74,75
74,79
74,129
74,156
74,158
74,162
74,163
81,158
81,162
83,65
83,79
85,129
85,163
86,18
88,98
89,130
95,46
95,187
96,129
96,155
97,18
98,4
98,67
98,79
98,166
99,98
99,155
100,121
102,47
106,4
108,81
108,129
108,155
110,129
110,163
111,4
111,46
111,79
111,158
111,167
116,40
116,163
116,187
117,25
117,44
117,79
119,4
119,40
119,155
119,158
119,166
119,167
121,162
122,162
122,187
123,18
123,177
127,42
129,155
130,158
134,133
137,134
140,59
141,46
147,42
147,124
147,127
148,4
148,46
148,79
148,158
148,167
152,40
152,155
152,158
153,40
153,166
156,187
162,155
166,4
166,40
166,155
166,158
168,18
169,155
174,153
177,110
183,187
185,40
187,4
187,79
187,189
188,4
188,44
188,158
188,187
190,1
197,40
197,166
198,162
199,40
199,130
200,40
200,166
200,187
